Hum	Mouse	Rat	Macaca
TMEM106C	Tmem106c	Tmem106c	TMEM106C
MED10	Med10	Med10	MED10
ADPGK	Adpgk	Adpgk	ADPGK
ATF6B	Atf6b	Atf6b	ATF6B
OR2AP1	Olfr765	Olr878	OR2AP1
OR2AP1	Olfr767	Olr878	OR2AP1
UBXN7	Ubxn7	Ubxn7	UBXN7
UBXN7	Ubxn7	LOC100911374	UBXN7
RNA5SP500	Gm25712	5S_rRNA	5S_rRNA
DPP4	Dpp4	Dpp4	DPP4
PRSS27	Prss27	Prss27	PRSS27
ZNF283			ZNF283
TEX33	Tex33		TEX33
KCTD18	Kctd18	Kctd18	KCTD18
COG5	Cog5	Cog5	COG5
BTD	Btd	Btd	BTD
ZC3H8	Zc3h8	Zc3h8	ZC3H8
PQBP1	Pqbp1	Pqbp1	PQBP1
TSPAN11	Tspan11	Tspan11	TSPAN11
LINGO4	Lingo4	Lingo4	LINGO4
METTL9	Mettl9	Mettl9	METTL9
ZNF197			ZNF197
DSG4	Dsg4	Dsg4	DSG4
SLC8B1	Slc8b1	Slc8b1	SLC8B1
PEA15	Pea15a	Pea15	PEA15
LRRC49	Lrrc49	Lrrc49	LRRC49
FLVCR1	Flvcr1	Flvcr1	FLVCR1
RNU2-16P			U2
Y_RNA			Y_RNA
HIST1H2BD	Hist1h2bm		HIST1H2BD
NKAIN1	Nkain1	Nkain1	NKAIN1
SLCO3A1	Slco3a1	Slco3a1	SLCO3A1
ANKRD34B	Ankrd34b	Ankrd34b	ANKRD34B
CPAMD8			CPAMD8
MYO3A	Myo3a	Myo3a	MYO3A
CPNE7	Cpne7	Cpne7	CPNE7
LYG1	Lyg1	LOC100910070	LYG1
LYG1	Lyg1	Lyg1	LYG1
ITCH	Itch	Itch	ITCH
OR5B21	Olfr1444	Olr339	OR5B21
RNU6-1158P	Gm23846	U6	U6
MMP26			MMP26
CTU1	Ctu1	Ctu1	CTU1
PPP2R5A	Ppp2r5a	Ppp2r5a	PPP2R5A
C8G	C8g	C8g	C8G
RNU6-272P			U6
MRE11	Mre11a	Mre11a	MRE11
PEX2	Pex2	Pex2	PEX2
FAM83H	Fam83h	Fam83h	FAM83H
RHOD	Rhod	Rhod	RHOD
GPT2	Gpt2	Gpt2	GPT2
NDUFS8	Ndufs8	Ndufs8	NDUFS8
LRP8	Lrp8	Lrp8	LRP8
KRT85		Krt85	KRT85
Y_RNA			Y_RNA
CCNB3	Ccnb3	Ccnb3	CCNB3
PROK1	Prok1	Prok1	PROK1
SORBS1	Sorbs1	Sorbs1	SORBS1
DBNL	Dbnl	Dbnl	DBNL
PCYOX1L	Pcyox1l	Pcyox1l	PCYOX1L
DNMT3B	Dnmt3c	Dnmt3b	DNMT3B
DNMT3B	Dnmt3b	Dnmt3b	DNMT3B
ITLN2			ITLN2
AMOT	Amot	Amot	AMOT
FGF21	Fgf21	Fgf21	FGF21
QSOX1	Qsox1	Qsox1	QSOX1
VSTM2L	Vstm2l	Vstm2l	VSTM2L
CA5A	Car5a	Ca5a	CA5A
CLCF1	Clcf1	Clcf1	CLCF1
DDX56	Ddx56	Ddx56	DDX56
TAX1BP3	Tax1bp3	Tax1bp3	TAX1BP3
RICTOR	Rictor	Rictor	RICTOR
PRPF3	Prpf3	Prpf3	PRPF3
NR1D1	Nr1d1	Nr1d1	NR1D1
SYNPR	Synpr	Synpr	SYNPR
CNPY3	Cnpy3	Cnpy3	CNPY3
GCLC	Gclc	Gclc	GCLC
HOXD13	Hoxd13	Hoxd13	HOXD13
ADIPOR2	Adipor2	Adipor2	ADIPOR2
MBD2	Mbd2	Mbd2	MBD2
TMSB10	Tmsb10	LOC100364435	TMSB10
TXLNA	Txlna	Txlna	TXLNA
SMAP1	Smap1	Smap1	SMAP1
EBF2	Ebf2	Ebf2	EBF2
CASZ1	Casz1	Casz1	CASZ1
ZBTB7C	Zbtb7c	Zbtb7c	ZBTB7C
Y_RNA			Y_RNA
IDH2	Idh2	Idh2	IDH2
RBBP7	Rbbp7	Rbbp7	RBBP7
RNU6-549P	Gm24465		U6
KIF5C	Kif5c	Kif5c	KIF5C
ENPP5	Enpp5	Enpp5	ENPP5
ARHGAP35	Arhgap35	Arhgap35	ARHGAP35
TRIQK	Triqk	Triqk	TRIQK
LZIC	Lzic	Lzic	LZIC
GEM	Gem	Gem	GEM
EBP	Ebp	Ebp	EBP
CDH16	Cdh16	Cdh16	CDH16
NAB2	Nab2	Nab2	NAB2
SCMH1	Scmh1	Scmh1	SCMH1
CXXC1	Cxxc1	Cxxc1	CXXC1
SFTA2	Sfta2	Sfta2	SFTA2
LTF	Ltf	Ltf	LTF
GJD2	Gjd2	Gjd2	GJD2
MYOM1	Myom1	Myom1	MYOM1
CDH12	Cdh12	Cdh12	CDH12
HCLS1	Hcls1	Hcls1	HCLS1
SSB	Ssb	Ssb	SSB
SSB	Ssb	LOC680385	SSB
PGM3	Pgm3	Pgm3	PGM3
ATP1B2	Atp1b2	Atp1b2	ATP1B2
ZDHHC24	Zdhhc24	Zdhhc24	ZDHHC24
MGA	Mga	Mga	MGA
PEX6	Pex6	Pex6	PEX6
CCNI2			CCNI2
PREPL	Prepl	Prepl	PREPL
GEMIN6	Gemin6	Gemin6	GEMIN6
PPM1L	Ppm1l	Ppm1l	PPM1L
UQCRC1	Uqcrc1	Uqcrc1	UQCRC1
PURA	Pura	Pura	PURA
WLS	Wls	Wls	WLS
DOCK3	Dock3	Dock3	DOCK3
HACD1	Hacd1	Hacd1	HACD1
GRSF1	Grsf1	Grsf1	GRSF1
PCM1	Pcm1	Pcm1	PCM1
CRIP3	Crip3	Crip3	CRIP3
ZNF408	Zfp408		ZNF408
INTS6L	Ints6l	Ints6l	INTS6L
NLRP3	Nlrp3	Nlrp3	NLRP3
DESI2	Desi2	Desi2	DESI2
RGS2	Rgs2	Rgs2	RGS2
DRD4	Drd4	Drd4	DRD4
DCAF4	Dcaf4	Dcaf4	DCAF4
TSSC4	Tssc4	Tssc4	TSSC4
RNF17	Rnf17	Rnf17	RNF17
RPS4X	Rps4x	Rps4x	RPS4X
SRGN	Srgn	Srgn	SRGN
RIC8A	Ric8a	Ric8a	RIC8A
STAP2	Stap2	Stap2	STAP2
FITM1	Fitm1	Fitm1	FITM1
KCNK9	Kcnk9	Kcnk9	KCNK9
HOXA4	Hoxa4	Hoxa4	HOXA4
HOXA4	Hoxa4	Hoxa4	HOXA4
CCDC86	Ccdc86	Ccdc86	CCDC86
CPNE4	Cpne4	Cpne4	CPNE4
CENPB	Cenpb	Cenpb	CENPB
MIOX	Miox	Miox	MIOX
TTC37	Ttc37	Ttc37	TTC37
RFC2	Rfc2	Rfc2	RFC2
ADCY3	Adcy3	Adcy3	ADCY3
HRASLS5	Hrasls5	Hrasls5	HRASLS5
EPRS	Eprs	Eprs	EPRS
ZDHHC15	Zdhhc15	Zdhhc15	ZDHHC15
MTMR11	Mtmr11	Mtmr11	MTMR11
KLHL17	Plekhn1	Klhl17	KLHL17
ENPP3	Enpp3	Enpp3	ENPP3
MROH5	Mroh5	Mroh5	MROH5
OR1L1			OR1L1
RNU6-554P			U6
UIMC1	Uimc1	Uimc1	UIMC1
ENC1	Enc1	Enc1	ENC1
PLAT	Plat	Plat	PLAT
PLAT	Plat	LOC100910418	PLAT
NPY5R	Npy5r	Npy5r	NPY5R
PYCARD	Pycard	Pycard	PYCARD
UNG	Ung	Ung	UNG
CETN3	Cetn3	LOC100912538	CETN3
CETN3	Cetn3	Cetn3	CETN3
REXO5	Rexo5	Exnef	REXO5
CCDC107	Ccdc107	Ccdc107	CCDC107
KNG1	Kng1	Kng1	KNG1
KNG1	Kng2	Kng1	KNG1
RBL2	Rbl2	Rbl2	RBL2
DCP2	Dcp2	LOC103690064	DCP2
DCP2	Dcp2	Dcp2	DCP2
DCP2	Dcp2	Dcp2	DCP2
RNF207	Rnf207	Rnf207	RNF207
AMD1			AMD1
ARMC8	Armc8	Armc8	ARMC8
CUBN	Cubn	Cubn	CUBN
TRRAP	Trrap		TRRAP
MAGEA11			MAGEA11
TBC1D31	Tbc1d31	Tbc1d31	TBC1D31
GDAP1	Gdap1	Gdap1	GDAP1
CDK10	Cdk10	Cdk10	CDK10
HDGFL3	Hdgfl3	Hdgfrp3	HDGFL3
SUN5	Sun5	Sun5	SUN5
FBXL18	Fbxl18	Fbxl18	FBXL18
ZMYM4	Zmym4	Zmym4	ZMYM4
CYP4A22	Cyp4a31	Cyp4a2	CYP4A11
CYP4A22	Cyp4a12a	Cyp4a2	CYP4A11
CYP4A22	Cyp4a30b	Cyp4a2	CYP4A11
CYP4A22	Cyp4a32	Cyp4a2	CYP4A11
CYP4A22	Cyp4a10	Cyp4a2	CYP4A11
CYP4A22	Cyp4a29	Cyp4a2	CYP4A11
CYP4A22	Cyp4a14	Cyp4a2	CYP4A11
CYP4A22	Cyp4a12b	Cyp4a2	CYP4A11
CYP4A22	Cyp4a31	Cyp4a2	CYP4A11
CYP4A22	Cyp4a12a	Cyp4a2	CYP4A11
CYP4A22	Cyp4a30b	Cyp4a2	CYP4A11
CYP4A22	Cyp4a32	Cyp4a2	CYP4A11
CYP4A22	Cyp4a10	Cyp4a2	CYP4A11
CYP4A22	Cyp4a29	Cyp4a2	CYP4A11
CYP4A22	Cyp4a14	Cyp4a2	CYP4A11
CYP4A22	Cyp4a12b	Cyp4a2	CYP4A11
CYP4A22	Cyp4a31	Cyp4a1	CYP4A11
CYP4A22	Cyp4a12a	Cyp4a1	CYP4A11
CYP4A22	Cyp4a30b	Cyp4a1	CYP4A11
CYP4A22	Cyp4a32	Cyp4a1	CYP4A11
CYP4A22	Cyp4a10	Cyp4a1	CYP4A11
CYP4A22	Cyp4a29	Cyp4a1	CYP4A11
CYP4A22	Cyp4a14	Cyp4a1	CYP4A11
CYP4A22	Cyp4a12b	Cyp4a1	CYP4A11
CYP4A22	Cyp4a31	Cyp4a8	CYP4A11
CYP4A22	Cyp4a12a	Cyp4a8	CYP4A11
CYP4A22	Cyp4a30b	Cyp4a8	CYP4A11
CYP4A22	Cyp4a32	Cyp4a8	CYP4A11
CYP4A22	Cyp4a10	Cyp4a8	CYP4A11
CYP4A22	Cyp4a29	Cyp4a8	CYP4A11
CYP4A22	Cyp4a14	Cyp4a8	CYP4A11
CYP4A22	Cyp4a12b	Cyp4a8	CYP4A11
CCDC25	Ccdc25	Ccdc25	CCDC25
B3GNT2	B3gnt2	B3gnt2	B3GNT2
ABO	Abo	Abo	ABO
ABO	Abo	Abo3	ABO
ABO	Abo	Abo2	ABO
ABO	Abo	AABR07051266.1	ABO
FADS6	Fads6	Fads6	FADS6
MEIS3	Meis3	Meis3	MEIS3
HLA-DRA		RT1-Da	Mafa-DRA
BCAP31	Bcap31	Bcap31	BCAP31
SUPT16H	Supt16	Supt16h	SUPT16H
ATG4C	Atg4c	Atg4c	ATG4C
PERP	Perp	Perp	PERP
PPARA	Ppara	Ppara	PPARA
CCDC106	Ccdc106	Ccdc106	CCDC106
LZTS2	Lzts2	Lzts2	LZTS2
SOCS1	Socs1	Socs1	SOCS1
GGA2	Gga2	Gga2	GGA2
GGA2	Gga2	AABR07024068.1	GGA2
PSMB10	Psmb10	Psmb10	PSMB10
REST	Rest	Rest	REST
EIF1AD	Eif1ad	Eif1ad	EIF1AD
ECD	Ecd	Ecd	ECD
EXD3			EXD3
TTLL12	Ttll12	Ttll12	TTLL12
PANK1	Pank1	Pank1	PANK1
MRC2	Mrc2	Mrc2	MRC2
LAIR1	Lair1	Lair1	LAIR1
HES1	Hes1	Hes1	HES1
SNORA26			SNORA26
GPR151	Gpr151	Gpr151	GPR151
C12orf50	1700017N19Rik	LOC500827	C12orf50
SMG7	Smg7	Smg7	SMG7
URGCP	Urgcp	Urgcp	URGCP
CNPY1	Cnpy1	Cnpy1	CNPY1
EXOSC10	Exosc10	Exosc10	EXOSC10
Y_RNA			Y_RNA
FABP3	Fabp3	Fabp3	FABP3
PSTK	Pstk	Pstk	PSTK
CHORDC1	Chordc1	Chordc1	CHORDC1
CD2	Cd2	Cd2	CD2
ALAD	Alad	Alad	ALAD
RBM5	Rbm5	Rbm5	RBM5
NENF	Nenf	Nenf	NENF
RNA5SP349			5S_rRNA
TSPAN33	Tspan33	Tspan33	TSPAN33
SLC13A1	Slc13a1	Slc13a1	SLC13A1
CTXN2	Ctxn2	Ctxn2	CTXN2
AFG1L	Afg1l		AFG1L
ZNF652	Zfp652	Zfp652	ZNF652
DAPK2	Dapk2	Dapk2	DAPK2
CHRND	Chrnd	Chrnd	CHRND
C14orf28	Gm527	RGD1307621	C14orf28
MAP6D1	Map6d1	Map6d1	MAP6D1
PHIP	Phip	Phip	PHIP
GMPPA	Gmppa	Gmppa	GMPPA
ATG13	Atg13	Atg13	ATG13
NCOA3	Ncoa3	Ncoa3	NCOA3
C1orf109		RGD1560436	C1orf109
ZBED2			ZBED2
FAM19A3	Fam19a3	Fam19a3	FAM19A3
SLC38A2	Slc38a2	Slc38a2	SLC38A2
ELOVL5	Elovl5	Elovl5	ELOVL5
RND2	Rnd2	Rnd2	RND2
MARCH5	March5	March5	MARCH5
PRKAB2	Prkab2	Prkab2	PRKAB2
CD33	Siglecf	Siglec5	CD33
CD33	Cd33	Siglec5	CD33
CD33	Siglecf	Cd33	CD33
CD33	Cd33	Cd33	CD33
PGGHG	Pgghg	Pgghg	PGGHG
JAZF1	Jazf1	Jazf1	JAZF1
NPR2	Npr2	Npr2	NPR2
EIF2AK1	Eif2ak1	Eif2ak1	EIF2AK1
B4GALNT4	B4galnt4	B4galnt4	B4GALNT4
SF1	Sf1	Sf1	SF1
CCSAP	Ccsap	Ccsap	CCSAP
RCN3	Rcn3	Rcn3	RCN3
P2RY2	P2ry2	P2ry2	P2RY2
PEX12	Pex12	LOC108348326	PEX12
PEX12	Pex12	Pex12	PEX12
TMEM217	Tmem217	Tmem217	TMEM217
HOMEZ	Homez	Homez	HOMEZ
PDE7B	Pde7b	Pde7b	PDE7B
LRRC19	Lrrc19	Lrrc19	LRRC19
GSG1L2	Gsg1l2		GSG1L2
TPRG1	Tprg	Tprg1	TPRG1
TSHZ1	Tshz1	Tshz1	TSHZ1
DNAJC28	Dnajc28	Dnajc28	DNAJC28
PLCD4	Plcd4	Plcd4	PLCD4
SMTNL2	Smtnl2	Smtnl2	SMTNL2
FAM170A	Fam170a	Fam170a	FAM170A
XPOT	Xpot	Xpot	XPOT
POLR2I	Polr2i	Polr2i	POLR2I
POLR2I	Polr2i	LOC103690054	POLR2I
ZDHHC23	Zdhhc23	Zdhhc23	ZDHHC23
DLX3	Dlx3	Dlx3	DLX3
AGO4	Ago4	Ago4	AGO4
HSF2	Hsf2	Hsf2	HSF2
PRRT1	Prrt1	Prrt1	PRRT1
SYNE2	Syne2		SYNE2
PCDH12	Pcdh12	Pcdh12	PCDH12
QRFPR	Qrfpr	RGD1560028	QRFPR
QRFPR	C130060K24Rik	RGD1560028	QRFPR
QRFPR	Qrfpr	Qrfpr	QRFPR
QRFPR	C130060K24Rik	Qrfpr	QRFPR
CTNNB1	Ctnnb1	Ctnnb1	CTNNB1
OCA2	Oca2	Oca2	OCA2
Y_RNA			Y_RNA
FLT1	Flt1	Flt1	FLT1
CHAD	Chad	Chad	CHAD
LMTK2	Lmtk2	Lmtk2	LMTK2
UCHL1	Uchl1	Uchl1	UCHL1
MGAT4D	Mgat4d	Mgat4d	MGAT4D
Y_RNA			Y_RNA
ULK1	Ulk1	Ulk1	ULK1
CYTH1	Cyth1	Cyth1	CYTH1
DYDC1	Dydc1	Dydc1	DYDC1
GRAMD2A	Gramd2	Gramd2	GRAMD2A
DISP2	Disp2	Disp2	DISP2
ZNF493	Zfp457	LOC102547287	ZNF493
ZNF493	Zfp58	LOC102547287	ZNF493
ZNF493	Zfp493	LOC102547287	ZNF493
ZNF493	CT573016.1	LOC102547287	ZNF493
ZNF493	Zfp273	LOC102547287	ZNF493
ZNF493	Zfp72	LOC102547287	ZNF493
ZNF493	Zfp458	LOC102547287	ZNF493
ZNF493	Zfp953	LOC102547287	ZNF493
ZNF493	Zfp85	LOC102547287	ZNF493
ZNF493	Zfp738	LOC102547287	ZNF493
ZNF493	Zfp759	LOC102547287	ZNF493
ZNF493	Zfp65	LOC102547287	ZNF493
ZNF493	Zfp708	LOC102547287	ZNF493
ZNF493	Zfp87	LOC102547287	ZNF493
ZNF493	Zfp457	LOC100909688	ZNF493
ZNF493	Zfp58	LOC100909688	ZNF493
ZNF493	Zfp493	LOC100909688	ZNF493
ZNF493	CT573016.1	LOC100909688	ZNF493
ZNF493	Zfp273	LOC100909688	ZNF493
ZNF493	Zfp72	LOC100909688	ZNF493
ZNF493	Zfp458	LOC100909688	ZNF493
ZNF493	Zfp953	LOC100909688	ZNF493
ZNF493	Zfp85	LOC100909688	ZNF493
ZNF493	Zfp738	LOC100909688	ZNF493
ZNF493	Zfp759	LOC100909688	ZNF493
ZNF493	Zfp65	LOC100909688	ZNF493
ZNF493	Zfp708	LOC100909688	ZNF493
ZNF493	Zfp87	LOC100909688	ZNF493
ZNF493	Zfp457	LOC100360380	ZNF493
ZNF493	Zfp58	LOC100360380	ZNF493
ZNF493	Zfp493	LOC100360380	ZNF493
ZNF493	CT573016.1	LOC100360380	ZNF493
ZNF493	Zfp273	LOC100360380	ZNF493
ZNF493	Zfp72	LOC100360380	ZNF493
ZNF493	Zfp458	LOC100360380	ZNF493
ZNF493	Zfp953	LOC100360380	ZNF493
ZNF493	Zfp85	LOC100360380	ZNF493
ZNF493	Zfp738	LOC100360380	ZNF493
ZNF493	Zfp759	LOC100360380	ZNF493
ZNF493	Zfp65	LOC100360380	ZNF493
ZNF493	Zfp708	LOC100360380	ZNF493
ZNF493	Zfp87	LOC100360380	ZNF493
ZNF493	Zfp457	LOC102551340	ZNF493
ZNF493	Zfp58	LOC102551340	ZNF493
ZNF493	Zfp493	LOC102551340	ZNF493
ZNF493	CT573016.1	LOC102551340	ZNF493
ZNF493	Zfp273	LOC102551340	ZNF493
ZNF493	Zfp72	LOC102551340	ZNF493
ZNF493	Zfp458	LOC102551340	ZNF493
ZNF493	Zfp953	LOC102551340	ZNF493
ZNF493	Zfp85	LOC102551340	ZNF493
ZNF493	Zfp738	LOC102551340	ZNF493
ZNF493	Zfp759	LOC102551340	ZNF493
ZNF493	Zfp65	LOC102551340	ZNF493
ZNF493	Zfp708	LOC102551340	ZNF493
ZNF493	Zfp87	LOC102551340	ZNF493
ZNF493	Zfp457	Zfp458	ZNF493
ZNF493	Zfp58	Zfp458	ZNF493
ZNF493	Zfp493	Zfp458	ZNF493
ZNF493	CT573016.1	Zfp458	ZNF493
ZNF493	Zfp273	Zfp458	ZNF493
ZNF493	Zfp72	Zfp458	ZNF493
ZNF493	Zfp458	Zfp458	ZNF493
ZNF493	Zfp953	Zfp458	ZNF493
ZNF493	Zfp85	Zfp458	ZNF493
ZNF493	Zfp738	Zfp458	ZNF493
ZNF493	Zfp759	Zfp458	ZNF493
ZNF493	Zfp65	Zfp458	ZNF493
ZNF493	Zfp708	Zfp458	ZNF493
ZNF493	Zfp87	Zfp458	ZNF493
ZNF493	Zfp457	LOC501406	ZNF493
ZNF493	Zfp58	LOC501406	ZNF493
ZNF493	Zfp493	LOC501406	ZNF493
ZNF493	CT573016.1	LOC501406	ZNF493
ZNF493	Zfp273	LOC501406	ZNF493
ZNF493	Zfp72	LOC501406	ZNF493
ZNF493	Zfp458	LOC501406	ZNF493
ZNF493	Zfp953	LOC501406	ZNF493
ZNF493	Zfp85	LOC501406	ZNF493
ZNF493	Zfp738	LOC501406	ZNF493
ZNF493	Zfp759	LOC501406	ZNF493
ZNF493	Zfp65	LOC501406	ZNF493
ZNF493	Zfp708	LOC501406	ZNF493
ZNF493	Zfp87	LOC501406	ZNF493
PLXNA3	Plxna3	Plxna3	PLXNA3
TMEM86A	Tmem86a	Tmem86a	TMEM86A
ASPHD2	Asphd2	Asphd2	ASPHD2
C9orf84	AI481877	AABR07048387.1	C9orf84
MPHOSPH10	Mphosph10	Mphosph10	MPHOSPH10
LRRC32	Lrrc32	Lrrc32	LRRC32
SIPA1L2	Sipa1l2	Sipa1l2	SIPA1L2
IMPG1	Impg1	Impg1	IMPG1
PEPD	Pepd		PEPD
TWNK	Twnk	Peo1	TWNK
DTYMK	Dtymk	Dtymk	DTYMK
SYT11	Syt11	Syt11	SYT11
CIZ1	Ciz1	Ciz1	CIZ1
Y_RNA			Y_RNA
CCDC167	Ccdc167	Ccdc167	CCDC167
ANGEL2	Angel2	Angel2	ANGEL2
NT5M	Nt5m	Nt5m	NT5M
HECA	Heca	Heca	HECA
DSG1	Dsg1b	Dsg1	DSG1
DSG1	Dsg1a	Dsg1	DSG1
DSG1	Dsg1c	Dsg1	DSG1
RNU6-485P	Gm25382	U6	U6
RNU6-485P	Gm24504	U6	U6
RNU6-485P	Gm25382	U6	U6
RNU6-485P	Gm24504	U6	U6
RNU6-485P	Gm25382	U6	U6
RNU6-485P	Gm24504	U6	U6
PGAP2	Pgap2	Pgap2	PGAP2
PRSS57	Prss57	Prss57	PRSS57
VMP1	Vmp1	Vmp1	VMP1
C17orf107	4930544D05Rik	LOC687707	C17orf107
CFHR5	Cfhr1	Cfhr1	CFHR5
GOLGA1	Golga1	Golga1	GOLGA1
DAND5	Dand5	Dand5	DAND5
HABP2	Habp2	Habp2	HABP2
MOG	Mog	Mog	MOG
FGFR3	Fgfr3	Fgfr3	FGFR3
HAMP	Hamp	Hamp	HAMP
HAMP	Hamp2	Hamp	HAMP
FLT3LG	Flt3l	Flt3lg	FLT3LG
EIF4H	Eif4h	Eif4h	EIF4H
LPCAT2	Lpcat2	Lpcat2	LPCAT2
WNT9B	Wnt9b	Wnt9b	WNT9B
SPTBN5		AABR07053509.2	SPTBN5
PLPBP	Plpbp	Prosc	PLPBP
BEND2	Gm15262		BEND2
TG	Tg	Tg	TG
NELL2	Nell2	Nell2	NELL2
RPTN	Rptn	Rptn	RPTN
CFAP99	Cfap99	Cfap99	CFAP99
SPC24	Spc24	Spc24	SPC24
HSP90B1	Hsp90b1	Hsp90b1	HSP90B1
CCDC159	Ccdc159	Ccdc159	CCDC159
FAM131A	Fam131a	LOC100912498	FAM131A
FAM131A	Fam131a	Fam131a	FAM131A
VWA5B1	Vwa5b1	Vwa5b1	VWA5B1
VEGFD	Vegfd	Vegfd	VEGFD
MEA1	Mea1	Mea1	MEA1
KSR1	Ksr1	Ksr1	KSR1
NCF2	Ncf2		NCF2
NDUFS5	Ndufs5	LOC100363268	NDUFS5
NDUFS5	Ndufs5	AABR07016779.1	NDUFS5
NDUFS5	Ndufs5	Ndufs5	NDUFS5
NOL8	Nol8	Nol8	NOL8
NOL8	Nol8	Nol8	NOL8
CSNK1G3	Csnk1g3	Csnk1g3	CSNK1G3
CRTAM	Crtam	Crtam	CRTAM
TIMELESS	Timeless	Timeless	TIMELESS
NUDCD3	Nudcd3	Nudcd3	NUDCD3
AIPL1	Aipl1	Aipl1	AIPL1
GALNT16	Galnt16	Galnt16	GALNT16
POU2F3	Pou2f3	Pou2f3	POU2F3
TCEA2	Tcea2	Tcea2	TCEA2
NAGLU	Naglu	Naglu	NAGLU
TESK1	Tesk1	Tesk1	TESK1
PNLIPRP3			PNLIPRP3
TUBGCP4	Tubgcp4	Tubgcp4	TUBGCP4
INVS	Invs	Invs	INVS
CCM2L	Ccm2l	Ccm2l	CCM2L
TMEM178A	Tmem178	Tmem178a	TMEM178A
MEDAG	Medag	Medag	MEDAG
N6AMT1	N6amt1	N6amt1	N6AMT1
ARL15	Arl15	Arl15	ARL15
ZAP70	Zap70	LOC103694847	ZAP70
ZAP70	Zap70	AABR07022731.1	ZAP70
PSMC6	Psmc6	Psmc6	PSMC6
MOB3C	Mob3c	Mob3c	MOB3C
TMEM263	Tmem263	Tmem263	TMEM263
ZNF84			ZNF84
ZNF566	Zfp566	Zfp566	ZNF566
AKR1B1	Akr1b3	Akr1b1	AKR1B1
HOXC11	Hoxc11	Hoxc11	HOXC11
TMEM59	Tmem59	Tmem59	TMEM59
RNU6-1106P			U6
FABP1	Fabp1	Fabp1	FABP1
ZNF148	Zfp148	Zfp148	ZNF148
SNORA48B	Gm23993	SNORA48	SNORA48
SNORA48B	Gm24475	SNORA48	SNORA48
SNORA48B	Gm25569	SNORA48	SNORA48
SNORA48B	Gm24262	SNORA48	SNORA48
SNORA48B	Gm25113	SNORA48	SNORA48
SNORA48B	Gm24879	SNORA48	SNORA48
SNORA48B	Gm24288	SNORA48	SNORA48
SNORA48B	Gm22315	SNORA48	SNORA48
SNORA48B	Gm23278	SNORA48	SNORA48
SNORA48B	Gm24963	SNORA48	SNORA48
SNORA48B	Gm22988	SNORA48	SNORA48
SNORA48B	Gm23343	SNORA48	SNORA48
SNORA48B	Gm24782	SNORA48	SNORA48
SNORA48B	Gm25117	SNORA48	SNORA48
SNORA48B	Gm23168	SNORA48	SNORA48
SNORA48B	Gm25771	SNORA48	SNORA48
SNORA48B	Gm22554	SNORA48	SNORA48
SNORA48B	Gm24727	SNORA48	SNORA48
SNORA48B	Gm23598	SNORA48	SNORA48
SNORA48B	Gm23546	SNORA48	SNORA48
SNORA48B	Gm22890	SNORA48	SNORA48
SNORA48B	Gm25291	SNORA48	SNORA48
SNORA48B	Gm23716	SNORA48	SNORA48
SNORA48B	Gm26036	SNORA48	SNORA48
SNORA48B	Gm22210	SNORA48	SNORA48
SNORA48B	Gm23123	SNORA48	SNORA48
SNORA48B	Gm25383	SNORA48	SNORA48
SNORA48B	Gm24780	SNORA48	SNORA48
SNORA48B	Gm24130	SNORA48	SNORA48
SNORA48B	Gm23339	SNORA48	SNORA48
SNORA48B	Gm23993	SNORA48	SNORA48
SNORA48B	Gm24475	SNORA48	SNORA48
SNORA48B	Gm25569	SNORA48	SNORA48
SNORA48B	Gm24262	SNORA48	SNORA48
SNORA48B	Gm25113	SNORA48	SNORA48
SNORA48B	Gm24879	SNORA48	SNORA48
SNORA48B	Gm24288	SNORA48	SNORA48
SNORA48B	Gm22315	SNORA48	SNORA48
SNORA48B	Gm23278	SNORA48	SNORA48
SNORA48B	Gm24963	SNORA48	SNORA48
SNORA48B	Gm22988	SNORA48	SNORA48
SNORA48B	Gm23343	SNORA48	SNORA48
SNORA48B	Gm24782	SNORA48	SNORA48
SNORA48B	Gm25117	SNORA48	SNORA48
SNORA48B	Gm23168	SNORA48	SNORA48
SNORA48B	Gm25771	SNORA48	SNORA48
SNORA48B	Gm22554	SNORA48	SNORA48
SNORA48B	Gm24727	SNORA48	SNORA48
SNORA48B	Gm23598	SNORA48	SNORA48
SNORA48B	Gm23546	SNORA48	SNORA48
SNORA48B	Gm22890	SNORA48	SNORA48
SNORA48B	Gm25291	SNORA48	SNORA48
SNORA48B	Gm23716	SNORA48	SNORA48
SNORA48B	Gm26036	SNORA48	SNORA48
SNORA48B	Gm22210	SNORA48	SNORA48
SNORA48B	Gm23123	SNORA48	SNORA48
SNORA48B	Gm25383	SNORA48	SNORA48
SNORA48B	Gm24780	SNORA48	SNORA48
SNORA48B	Gm24130	SNORA48	SNORA48
SNORA48B	Gm23339	SNORA48	SNORA48
SNORA48B	Gm23993	SNORA48	SNORA48
SNORA48B	Gm24475	SNORA48	SNORA48
SNORA48B	Gm25569	SNORA48	SNORA48
SNORA48B	Gm24262	SNORA48	SNORA48
SNORA48B	Gm25113	SNORA48	SNORA48
SNORA48B	Gm24879	SNORA48	SNORA48
SNORA48B	Gm24288	SNORA48	SNORA48
SNORA48B	Gm22315	SNORA48	SNORA48
SNORA48B	Gm23278	SNORA48	SNORA48
SNORA48B	Gm24963	SNORA48	SNORA48
SNORA48B	Gm22988	SNORA48	SNORA48
SNORA48B	Gm23343	SNORA48	SNORA48
